state,district,market,commodity,variety,min_price,max_price,modal_price
Himachal Pradesh,Kullu,Bhuntar,Brinjal,Other,2400,2600,2500
Himachal Pradesh,Kullu,Bhuntar,Cabbage,Other,800,1000,900
Himachal Pradesh,Kullu,Bhuntar,Capsicum,Other,5500,5800,5650
Himachal Pradesh,Kullu,Bhuntar,Carrot,Other,1100,1200,1150
Himachal Pradesh,Kullu,Bhuntar,Cauliflower,Other,1600,1700,1650
Himachal Pradesh,Kullu,Bhuntar,Coriander(Leaves),Other,1000,1500,1300
Himachal Pradesh,Kullu,Bhuntar,Cucumbar(Kheera),Other,4500,5000,4800
Himachal Pradesh,Kullu,Bhuntar,French Beans (Frasbean),Other,5200,5300,5250
Himachal Pradesh,Kullu,Bhuntar,Garlic,Other,5000,5500,5300
Himachal Pradesh,Kullu,Bhuntar,Ginger(Dry),Other,9500,10000,9800
Himachal Pradesh,Kullu,Bhuntar,Grapes,Other,7000,8000,7500
Himachal Pradesh,Kullu,Bhuntar,Green Chilli,Other,6000,6500,6300
Himachal Pradesh,Kullu,Bhuntar,Guava,Other,6000,6300,6150
Himachal Pradesh,Kullu,Bhuntar,Kinnow,Other,2600,2700,2650
Himachal Pradesh,Kullu,Bhuntar,Lemon,Other,6000,7000,6500
Himachal Pradesh,Kullu,Bhuntar,Onion,Other,1200,1300,1250
Himachal Pradesh,Kullu,Bhuntar,Papaya,Other,2800,3000,2900
Himachal Pradesh,Kullu,Bhuntar,Peas Wet,Other,2600,2700,2650
Himachal Pradesh,Kullu,Bhuntar,Potato,Other,900,1800,1400
Himachal Pradesh,Kullu,Bhuntar,Pumpkin,Other,1700,1800,1750
Himachal Pradesh,Kullu,Bhuntar,Raddish,Other,500,900,700
Himachal Pradesh,Kullu,Bhuntar,Spinach,Other,800,1000,900
Himachal Pradesh,Kullu,Bhuntar,Squash(Chappal Kadoo),Other,1800,2000,1900
Himachal Pradesh,Kullu,Bhuntar,Tomato,Other,2500,2600,2550
Jammu and Kashmir,Badgam,Zaloosa-Chararishrief (F&V),Cauliflower,Cauliflower,700,900,800
Jammu and Kashmir,Badgam,Zaloosa-Chararishrief (F&V),Cucumbar(Kheera),Cucumbar,1500,1700,1600
Jammu and Kashmir,Badgam,Zaloosa-Chararishrief (F&V),Knool Khol,Knool Khol,1200,1300,1250
Karnataka,Bangalore,Ramanagara,Beans,Beans (Whole),3200,4000,3600
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,1400,1800,1600
Karnataka,Bangalore,Ramanagara,Bhindi(Ladies Finger),Bhindi,3200,3600,3400
Karnataka,Bangalore,Ramanagara,Bitter gourd,Bitter Gourd,3600,4000,3800
Karnataka,Bangalore,Ramanagara,Brinjal,Brinjal,1000,1600,1300
Karnataka,Bangalore,Ramanagara,Cabbage,Cabbage,1200,1600,1400
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,1400,1800,1600
Karnataka,Bangalore,Ramanagara,Chilly Capsicum,Chilly Capsicum,5000,6000,5500
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,1700,1800,1750
Karnataka,Bangalore,Ramanagara,Drumstick,Drumstick,2800,3000,2900
Karnataka,Bangalore,Ramanagara,Ginger(Green),Green Ginger,5000,6000,5500
Karnataka,Bangalore,Ramanagara,Green Avare (W),Green Avare (W),2800,3000,2900
Karnataka,Bangalore,Ramanagara,Green Chilli,Green Chilly,3600,4000,3800
Karnataka,Bangalore,Ramanagara,Knool Khol,Knool Khol,1600,2000,1800
Karnataka,Bangalore,Ramanagara,Papaya,Papaya,1200,1400,1300
Karnataka,Bangalore,Ramanagara,Peas Wet,Peas Wet,2800,3200,3000
Karnataka,Bangalore,Ramanagara,Raddish,Raddish,1600,2000,1800
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),3200,4000,3600
Karnataka,Bangalore,Ramanagara,Seemebadnekai,Seemebadanekai,1400,1600,1500
Karnataka,Bangalore,Ramanagara,Snakeguard,Snakeguard,1200,1600,1400
Karnataka,Bangalore,Ramanagara,Suvarna Gadde,Suvarnagadde,2400,2600,2500
Karnataka,Bangalore,Ramanagara,Tomato,Tomato,800,1000,900
Karnataka,Bangalore,Ramanagara,Water Melon,Water Melon,1200,1600,1400
Karnataka,Kolar,Kolar,Beans,Beans (Whole),3000,3200,3100
Karnataka,Kolar,Kolar,Beetroot,Beetroot,1300,1500,1400
Karnataka,Kolar,Kolar,Cabbage,Cabbage,1000,1300,1100
Karnataka,Kolar,Kolar,Capsicum,Capsicum,3500,4000,3800
Karnataka,Kolar,Kolar,Carrot,Carrot,1000,1400,1200
Karnataka,Kolar,Kolar,Cauliflower,Local,1000,1400,1200
Karnataka,Kolar,Kolar,Chilly Capsicum,Chilly Capsicum,2500,3500,3000
Karnataka,Kolar,Kolar,Knool Khol,Knool Khol,800,1200,1000
Karnataka,Kolar,Kolar,Raddish,Raddish,300,600,400
Karnataka,Kolar,Kolar,Ridgeguard(Tori),Ridgeguard(Tori),3500,4200,3800
Karnataka,Kolar,Kolar,Tomato,Hybrid,367,1633,1000
Karnataka,Kolar,Kolar,Tomato,Tomato,334,1000,667
Karnataka,Tumkur,Gubbi,Copra,other,9000,9000,9000
Kerala,Alappuzha,Aroor,Amphophalus,Amphophalus,1800,2000,1900
Kerala,Alappuzha,Aroor,Apple,Other,10000,11200,11000
Kerala,Alappuzha,Aroor,Ashgourd,Other,1000,1200,1100
Kerala,Alappuzha,Aroor,Banana,Nendra Bale,4200,4400,4300
Kerala,Alappuzha,Aroor,Banana,Palayamthodan,2800,3000,2900
Kerala,Alappuzha,Aroor,Banana,Robusta,2000,2200,2100
Kerala,Alappuzha,Aroor,Banana - Green,Banana - Green,4000,4200,4100
Kerala,Alappuzha,Chengannur,Amphophalus,Other,2300,2600,2400
Kerala,Alappuzha,Chengannur,Ashgourd,Other,1100,1400,1200
Kerala,Alappuzha,Chengannur,Banana - Green,Other,3700,4000,3800
Kerala,Alappuzha,Chengannur,Beetroot,Other,1800,2100,2000
Kerala,Alappuzha,Chengannur,Bhindi(Ladies Finger),Other,4000,4200,4000
Kerala,Alappuzha,Chengannur,Bitter gourd,Other,4000,4600,4500
Kerala,Alappuzha,Chengannur,Bottle gourd,Other,1000,1300,1100
Kerala,Alappuzha,Chengannur,Capsicum,Other,5700,6200,6000
Kerala,Alappuzha,Chengannur,Carrot,Other,3400,3700,3600
Kerala,Alappuzha,Chengannur,Cowpea(Veg),Cowpea (Veg),4000,4300,4200
Kerala,Alappuzha,Chengannur,Cucumbar(Kheera),Other,1600,2200,2000
Kerala,Alappuzha,Mannar,Amphophalus,Other,3500,3700,3600
Kerala,Alappuzha,Mannar,Ashgourd,Other,1000,1300,1100
Kerala,Alappuzha,Mannar,Banana - Green,Other,4000,4200,4100
Kerala,Alappuzha,Mannar,Bhindi(Ladies Finger),Other,3000,3200,3100
Kerala,Alappuzha,Mannar,Bitter gourd,Other,4000,4200,4100
Kerala,Alappuzha,Mannar,Brinjal,Other,3200,3600,3500
Kerala,Alappuzha,Mannar,Cabbage,Other,3000,3300,3200
Kerala,Alappuzha,Mannar,Capsicum,Other,8000,8300,8200
Kerala,Alappuzha,Mannar,Carrot,Other,3700,3900,3800
Kerala,Ernakulam,Piravam,Amaranthus,Other,1500,2000,1800
Kerala,Ernakulam,Piravam,Amphophalus,Other,2000,3000,2500
Kerala,Ernakulam,Piravam,Ashgourd,Other,1500,2000,1800
Kerala,Ernakulam,Piravam,Banana - Green,Other,3000,4000,3500
Kerala,Ernakulam,Piravam,Beetroot,Other,2000,2500,2200
Kerala,Ernakulam,Piravam,Bitter gourd,Other,4000,5000,4500
Kerala,Ernakulam,Piravam,Brinjal,Other,2000,2500,2200
Kerala,Ernakulam,Piravam,Cowpea(Veg),Other,4000,5000,4500
Kerala,Ernakulam,Piravam,Potato,Other,2000,3000,2500
Kerala,Ernakulam,Piravam,Tomato,Other,1500,2000,1800
Kerala,Kannur,Taliparamba,Arecanut(Betelnut/Supari),Other,19500,20000,19750
Kerala,Kannur,Taliparamba,Black pepper,Other,29000,29500,29250
Kerala,Kannur,Taliparamba,Coconut,Other,3200,3400,3300
Kerala,Kannur,Taliparamba,Coconut Oil,Other,18000,18300,18150
Kerala,Kannur,Taliparamba,Copra,other,10100,10300,10250
Kerala,Kannur,Taliparamba,Rubber,Other,12300,12400,12350
Kerala,Kasargod,Kasargod,Amaranthus,Other,1500,1600,1550
Kerala,Kasargod,Kasargod,Arecanut(Betelnut/Supari),Other,21000,22000,21500
Kerala,Kasargod,Kasargod,Banana,Medium,2200,2300,2250
Kerala,Kasargod,Kasargod,Banana,Nendra Bale,3000,3100,3050
Kerala,Kasargod,Kasargod,Bhindi(Ladies Finger),Other,5500,5600,5550
Kerala,Kasargod,Kasargod,Cashewnuts,Other,10000,10200,10100
Kerala,Kasargod,Kasargod,Copra,other,10200,10400,10300
Kerala,Kasargod,Kasargod,Cowpea(Veg),Other,2000,2150,2100
Kerala,Kasargod,Kasargod,Cucumbar(Kheera),Other,1000,1200,1100
Kerala,Kasargod,Kasargod,Paddy(Dhan)(Common),Other,1800,1900,1850
Kerala,Kasargod,Kasargod,Pepper garbled,Other,32000,33000,32500
Kerala,Kasargod,Kasargod,Pumpkin,Other,800,900,850
Kerala,Kasargod,Manjeswaram,Amaranthus,Amaranthus,2400,3400,2900
Kerala,Kasargod,Manjeswaram,Arecanut(Betelnut/Supari),Other,21500,22000,21750
Kerala,Kasargod,Manjeswaram,Ashgourd,Ashgourd,2400,3000,2700
Kerala,Kasargod,Manjeswaram,Banana - Green,Other,4200,5000,4600
Kerala,Kasargod,Manjeswaram,Beetroot,Beetroot,2200,3000,2600
Kerala,Kasargod,Manjeswaram,Bhindi(Ladies Finger),Bhindi,6000,7000,6500
Kerala,Kasargod,Manjeswaram,Bitter gourd,Bitter Gourd,5500,6000,5750
Kerala,Kasargod,Manjeswaram,Bottle gourd,Bottle Gourd,1600,2000,1800
Kerala,Kasargod,Manjeswaram,Brinjal,Brinjal,3200,4000,3600
Kerala,Kasargod,Manjeswaram,Cabbage,Cabbage,2000,3000,2500
Kerala,Kasargod,Manjeswaram,Carrot,Carrot,2400,3000,2700
Kerala,Kasargod,Manjeswaram,Coconut Seed,Other,3400,3500,3450
Kerala,Kasargod,Manjeswaram,Copra,Copra,10000,10200,10100
Kerala,Kasargod,Manjeswaram,Cowpea(Veg),Cowpea (Veg),4500,5500,5000
Kerala,Kasargod,Manjeswaram,Cucumbar(Kheera),Cucumbar,2400,3000,2700
Kerala,Kasargod,Manjeswaram,Drumstick,Drumstick,5500,6500,6000
Kerala,Kasargod,Manjeswaram,Ginger(Green),Green Ginger,8000,9000,8500
Kerala,Kasargod,Manjeswaram,Green Chilli,Green Chilly,4500,5500,5000
Kerala,Kasargod,Manjeswaram,Indian Beans (Seam),Other,4200,5000,4600
Kerala,Kasargod,Manjeswaram,Little gourd (Kundru),Other,4200,5000,4600
Kerala,Kasargod,Manjeswaram,Long Melon(Kakri),Other,2400,3000,2700
Kerala,Kasargod,Manjeswaram,Pepper garbled,Other,27500,28000,27750
Kerala,Kasargod,Manjeswaram,Potato,Other,2200,2600,2400
Kerala,Kasargod,Manjeswaram,Pumpkin,Pumpkin,2400,3000,2700
Kerala,Kasargod,Manjeswaram,Ridgeguard(Tori),Ridgeguard(Tori),4500,5500,5000
Kerala,Kasargod,Manjeswaram,Snakeguard,Snakeguard,3200,4000,3600
Kerala,Kasargod,Manjeswaram,Sweet Potato,Sweet Potato,2600,3400,3000
Kerala,Kasargod,Manjeswaram,Tapioca,Other,2400,3400,2900
Kerala,Kasargod,Manjeswaram,Tomato,Tomato,1600,2000,1800
Kerala,Kollam,Anchal,Amaranthus,Other,4500,4700,4600
Kerala,Kollam,Anchal,Ashgourd,Other,5600,5800,5700
Kerala,Kollam,Anchal,Banana,Nendra Bale,6000,6200,6100
Kerala,Kollam,Anchal,Banana,Palayamthodan,2600,2800,2700
Kerala,Kollam,Anchal,Banana,Poovan,5800,6000,5900
Kerala,Kollam,Anchal,Banana,Red Banana,4700,4900,4800
Kerala,Kollam,Anchal,Banana,Robusta,2300,2500,2400
Kerala,Kollam,Anchal,Beetroot,Other,3100,3300,3200
Kerala,Kollam,Anchal,Bhindi(Ladies Finger),Other,3700,3900,3800
Kerala,Kollam,Anchal,Bitter gourd,Other,6000,6200,6100
Kerala,Kollam,Anchal,Bottle gourd,Other,1200,1400,1300
Kerala,Kollam,Anchal,Cabbage,Other,1500,1700,1600
Kerala,Kollam,Anchal,Carrot,Carrot,5500,5700,5600
Kerala,Kollam,Anchal,Cauliflower,Cauliflower,3500,3700,3600
Kerala,Kollam,Anchal,Colacasia,Other,4000,4200,4100
Kerala,Kollam,Anchal,Drumstick,Other,3400,3600,3500
Kerala,Kollam,Anchal,Potato,Other,1800,2000,1900
Kerala,Kollam,Anchal,Pumpkin,Other,1000,1200,1100
Kerala,Kollam,Anchal,Snakeguard,Other,2200,2400,2300
Kerala,Kollam,Chathanoor,Banana,Banana - Ripe,4000,4400,4200
Kerala,Kollam,Chathanoor,Banana,Palayamthodan,1800,2200,2000
Kerala,Kollam,Chathanoor,Banana,Poovan,4300,4700,4500
Kerala,Kollam,Chathanoor,Banana,Red Banana,4300,4700,4500
Kerala,Kollam,Chathanoor,Bhindi(Ladies Finger),Other,4800,5200,5000
Kerala,Kollam,Chathanoor,Brinjal,Other,3300,3700,3500
Kerala,Kollam,Chathanoor,Ginger(Green),Other,6800,7200,7000
Kerala,Kollam,Chathanoor,Little gourd (Kundru),Other,3800,4200,4000
Kerala,Kollam,Chathanoor,Tomato,Other,3300,3700,3500
Kerala,Kollam,Kaliyanchanda,Amaranthus,Amaranthus,1300,1500,1400
Kerala,Kollam,Kaliyanchanda,Banana - Green,Banana - Green,5500,6000,5800
Kerala,Kollam,Kaliyanchanda,Bhindi(Ladies Finger),Bhindi,4000,4500,4200
Kerala,Kollam,Kaliyanchanda,Bitter gourd,Bitter Gourd,9600,10100,9800
Kerala,Kollam,Kaliyanchanda,Cucumbar(Kheera),Cucumbar,3600,3900,3800
Kerala,Kollam,Kaliyanchanda,Elephant Yam (Suran),Elephant Yam (Suran),3100,3300,3200
Kerala,Kollam,Kaliyanchanda,Ginger(Green),Green Ginger,8500,9000,8800
Kerala,Kollam,Kaliyanchanda,Snakeguard,Other,1700,1900,1800
Kerala,Kollam,Kaliyanchanda,Tapioca,Other,2400,2500,2450
Kerala,Kollam,Kaliyanchanda,Turmeric (raw),Other,2000,2200,2100
Kerala,Kottayam,Ettumanoor,Ashgourd,Other,1300,1400,1400
Kerala,Kottayam,Ettumanoor,Banana,Banana - Ripe,3800,3800,3800
Kerala,Kottayam,Ettumanoor,Banana - Green,Banana - Green,2000,2100,2100
Kerala,Kottayam,Ettumanoor,Beetroot,Other,2100,2200,2200
Kerala,Kottayam,Ettumanoor,Bhindi(Ladies Finger),Other,2600,2800,2700
Kerala,Kottayam,Ettumanoor,Bitter gourd,Other,3300,3500,3400
Kerala,Kottayam,Ettumanoor,Brinjal,Other,2200,2400,2300
Kerala,Kottayam,Ettumanoor,Cabbage,Other,2000,2200,2100
Kerala,Kottayam,Ettumanoor,Carrot,Carrot,2500,2800,2600
Kerala,Kottayam,Ettumanoor,Cluster beans,Other,3300,3500,3400
Kerala,Kottayam,Ettumanoor,Coconut,Medium,3500,3700,3600
Kerala,Kottayam,Ettumanoor,Colacasia,Other,5500,5700,5700
Kerala,Kottayam,Ettumanoor,Cucumbar(Kheera),Cucumbar,1800,2000,2000
Kerala,Kottayam,Ettumanoor,Drumstick,Drumstick,5500,5800,5800
Kerala,Kottayam,Ettumanoor,Elephant Yam (Suran),Other,2200,2400,2300
Kerala,Kottayam,Ettumanoor,Ginger(Green),Green Ginger,8500,8600,8600
Kerala,Kottayam,Ettumanoor,Green Chilli,Green Chilly,3600,3800,3800
Kerala,Kottayam,Ettumanoor,Little gourd (Kundru),Other,3300,3500,3400
Kerala,Kottayam,Ettumanoor,Mango (Raw-Ripe),Mango - Raw-Ripe,3300,3500,3400
Kerala,Kottayam,Ettumanoor,Onion,Big,3300,3500,3500
Kerala,Kottayam,Ettumanoor,Onion,Onion,1300,1500,1400
Kerala,Kottayam,Ettumanoor,Potato,Potato,2800,3000,2800
Kerala,Kottayam,Ettumanoor,Pumpkin,Pumpkin,1000,1100,1100
Kerala,Kottayam,Ettumanoor,Snakeguard,Snakeguard,1900,2000,1900
Kerala,Kottayam,Ettumanoor,Tapioca,Tapioca,2300,2500,2500
Kerala,Kottayam,Ettumanoor,Tomato,Tomato,2100,2300,2200
Kerala,Kottayam,Kottayam,Banana,Banana - Ripe,3800,4100,4000
Kerala,Kottayam,Kottayam,Banana,Palayamthodan,1600,1900,1800
Kerala,Kottayam,Kottayam,Banana,Poovan,2800,3100,3000
Kerala,Malappuram,Kondotty,Amaranthus,Other,1700,1900,1800
Kerala,Malappuram,Kondotty,Amla(Nelli Kai),Other,3700,3900,3800
Kerala,Malappuram,Kondotty,Amphophalus,Other,2200,2400,2300
Kerala,Malappuram,Kondotty,Ashgourd,Other,1200,1400,1300
Kerala,Malappuram,Kondotty,Beetroot,Other,1800,2000,1900
Kerala,Malappuram,Kondotty,Bhindi(Ladies Finger),Other,3000,3400,3200
Kerala,Malappuram,Kondotty,Bitter gourd,Other,3000,3200,3100
Kerala,Malappuram,Kondotty,Bottle gourd,Other,1600,1800,1700
Kerala,Malappuram,Kondotty,Brinjal,Other,1800,2000,1900
Kerala,Malappuram,Kondotty,Cabbage,Other,1200,1400,1300
Kerala,Malappuram,Kondotty,Carrot,Other,2000,2200,2100
Kerala,Malappuram,Kondotty,Cauliflower,Other,2000,2200,2100
Kerala,Malappuram,Kondotty,Cowpea(Veg),Other,3000,3200,3100
Kerala,Malappuram,Kondotty,Cucumbar(Kheera),Other,1200,1400,1300
Kerala,Malappuram,Kondotty,Drumstick,Other,6000,6200,6100
Kerala,Malappuram,Kondotty,French Beans (Frasbean),Other,3000,3200,3100
Kerala,Malappuram,Kondotty,Garlic,Other,7000,7200,7100
Kerala,Malappuram,Kondotty,Ginger(Green),Other,8800,9000,8900
Kerala,Malappuram,Kondotty,Green Chilli,Other,3000,3200,3100
Kerala,Malappuram,Kondotty,Lemon,Other,4000,4200,4100
Kerala,Malappuram,Kondotty,Onion,Other,1300,1500,1400
Kerala,Malappuram,Kondotty,Orange,Other,5800,6000,5900
Kerala,Malappuram,Kondotty,Potato,Other,2000,2200,2100
Kerala,Malappuram,Kondotty,Pumpkin,Other,1200,1400,1300
Kerala,Malappuram,Kondotty,Snakeguard,Other,1600,1800,1700
Kerala,Malappuram,Kondotty,Tomato,Other,1000,1200,1100
Kerala,Thirssur,Chelakkara,Amaranthus,Other,1600,1800,1700
Kerala,Thirssur,Chelakkara,Ashgourd,Other,1800,2000,1900
Kerala,Thirssur,Chelakkara,Banana - Green,Other,4200,4400,4300
Kerala,Thirssur,Chelakkara,Beetroot,Other,2000,2200,2100
Kerala,Thirssur,Chelakkara,Bhindi(Ladies Finger),Other,2200,2400,2300
Kerala,Thirssur,Chelakkara,Bitter gourd,Other,2600,2800,2700
Kerala,Thirssur,Chelakkara,Brinjal,Other,1600,1800,1700
Kerala,Thirssur,Chelakkara,Cabbage,Other,2000,2200,2100
Kerala,Thirssur,Chelakkara,Carrot,Other,3400,3600,3500
Kerala,Thirssur,Chelakkara,Cauliflower,Other,3500,3800,3600
Kerala,Thirssur,Chelakkara,Coconut Seed,Other,3400,3600,3500
Kerala,Thirssur,Chelakkara,Cowpea(Veg),Other,2000,2200,2100
Kerala,Thirssur,Chelakkara,Cucumbar(Kheera),Other,2200,2400,2300
Kerala,Thirssur,Chelakkara,Drumstick,Other,3000,3300,3200
Kerala,Thirssur,Chelakkara,Duster Beans,Other,3500,3800,3600
Kerala,Thirssur,Chelakkara,Elephant Yam (Suran),Other,2500,2800,2600
Kerala,Thirssur,Chelakkara,Ginger(Green),Other,8000,8400,8200
Kerala,Thirssur,Chelakkara,Green Chilli,Other,2000,2200,2100
Kerala,Thirssur,Chelakkara,Mango (Raw-Ripe),Other,2000,2200,2100
Kerala,Thirssur,Chelakkara,Onion,Other,1800,2000,1900
Kerala,Thirssur,Chelakkara,Potato,Other,2500,2800,2600
Kerala,Thirssur,Chelakkara,Pumpkin,Other,1600,1800,1700
Kerala,Thirssur,Chelakkara,Snakeguard,Other,1800,2000,1900
Kerala,Thirssur,Chelakkara,Tapioca,Other,2400,2600,2500
Kerala,Thirssur,Chelakkara,Tomato,Other,2000,2200,2100
Kerala,Thirssur,Irinjalakkuda,Ashgourd,Other,2200,2200,2200
Kerala,Thirssur,Irinjalakkuda,Banana,Other,6000,6000,6000
Kerala,Thirssur,Irinjalakkuda,Banana - Green,Other,6200,6200,6200
Kerala,Thirssur,Irinjalakkuda,Beetroot,Other,3000,3000,3000
Kerala,Thirssur,Irinjalakkuda,Bhindi(Ladies Finger),Other,3200,3200,3200
Kerala,Thirssur,Irinjalakkuda,Bitter gourd,Other,4000,4000,4000
Kerala,Thirssur,Irinjalakkuda,Bottle gourd,Other,2400,2400,2400
Kerala,Thirssur,Irinjalakkuda,Brinjal,Other,2500,2500,2500
Kerala,Thirssur,Irinjalakkuda,Cabbage,Other,3000,3000,3000
Kerala,Thirssur,Irinjalakkuda,Carrot,Other,3800,3800,3800
Kerala,Thirssur,Irinjalakkuda,Cauliflower,Other,2700,2700,2700
Kerala,Thirssur,Irinjalakkuda,Coconut,Other,4000,4000,4000
Kerala,Thirssur,Irinjalakkuda,Cowpea(Veg),Other,3500,3500,3500
Kerala,Thirssur,Irinjalakkuda,Cucumbar(Kheera),Other,2000,2000,2000
Kerala,Thirssur,Irinjalakkuda,Drumstick,Other,2600,2600,2600
Kerala,Thirssur,Irinjalakkuda,Elephant Yam (Suran),Other,2400,2400,2400
Kerala,Thirssur,Irinjalakkuda,Ginger(Green),Other,4000,4000,4000
Kerala,Thirssur,Irinjalakkuda,Green Chilli,Other,3500,3500,3500
Kerala,Thirssur,Irinjalakkuda,Indian Beans (Seam),Other,4000,4000,4000
Kerala,Thirssur,Irinjalakkuda,Lemon,Other,2000,2000,2000
Kerala,Thirssur,Irinjalakkuda,Mango,Other,3500,3500,3500
Kerala,Thirssur,Irinjalakkuda,Onion,Other,2500,2500,2500
Kerala,Thirssur,Irinjalakkuda,Potato,Other,2400,2400,2400
Kerala,Thirssur,Irinjalakkuda,Pumpkin,Other,3000,3000,3000
Kerala,Thirssur,Irinjalakkuda,Tapioca,Other,4000,4000,4000
Kerala,Thirssur,Irinjalakkuda,Tomato,Other,2000,2000,2000
Kerala,Thirssur,Kodungalloor,Ashgourd,Other,850,850,850
Kerala,Thirssur,Kodungalloor,Banana - Green,Other,3600,3600,3600
Kerala,Thirssur,Kodungalloor,Beetroot,Other,2100,2200,2100
Kerala,Thirssur,Kodungalloor,Bhindi(Ladies Finger),Other,2300,2300,2300
Kerala,Thirssur,Kodungalloor,Bitter gourd,Other,3500,3600,3600
Kerala,Thirssur,Kodungalloor,Brinjal,Other,1500,1500,1500
Kerala,Thirssur,Kodungalloor,Cabbage,Other,2200,2200,2200
Kerala,Thirssur,Kodungalloor,Carrot,Other,2300,2300,2300
Kerala,Thirssur,Kodungalloor,Drumstick,Other,2400,2400,2400
Kerala,Thirssur,Kodungalloor,Elephant Yam (Suran),Other,1400,1400,1400
Kerala,Thirssur,Kodungalloor,French Beans (Frasbean),Other,3000,3000,3000
Kerala,Thirssur,Kodungalloor,Ginger(Green),Other,7000,7000,7000
Kerala,Thirssur,Kodungalloor,Green Chilli,Other,3700,3800,3800
Kerala,Thirssur,Kodungalloor,Mango (Raw-Ripe),Other,3000,3000,3000
Kerala,Thirssur,Kodungalloor,Onion,Other,950,1000,950
Kerala,Thirssur,Kodungalloor,Potato,Other,1400,1400,1400
Kerala,Thirssur,Kodungalloor,Pumpkin,Other,1100,1100,1100
Kerala,Thirssur,Kodungalloor,Sweet Potato,Other,2200,2200,2200
Kerala,Thirssur,Kodungalloor,Tapioca,Other,2000,2000,2000
Kerala,Thirssur,Kodungalloor,Tomato,Other,1600,1600,1600
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,3800,4000,3900
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,3500,3700,3600
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,2500,3400,3200
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,1600,1800,1700
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,1300,1500,1400
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,1000,1200,1100
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,2900,3200,3000
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,2600,2800,2700
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,3300,3500,3400
Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,3800,4000,3900
Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,3500,3700,3600
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,1700,1900,1800
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,1400,1600,1500
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,1000,1300,1200
Kerala,Thiruvananthapuram,Parassala,Amaranthus,Amaranthus,3500,4000,3500
Kerala,Thiruvananthapuram,Parassala,Banana,Banana - Ripe,3800,4000,3800
Kerala,Thiruvananthapuram,Parassala,Banana,Palayamthodan,1400,2000,1400
Kerala,Thiruvananthapuram,Parassala,Banana,Rasakathai,3500,4000,3500
Kerala,Thiruvananthapuram,Parassala,Bitter gourd,Bitter Gourd,5000,5500,5000
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round,6000,6500,6000
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round/Long,3000,3700,3000
Kerala,Thiruvananthapuram,Parassala,Colacasia,Colacasia,4000,4500,4000
Kerala,Thiruvananthapuram,Parassala,Drumstick,Drumstick,4000,5000,4000
Kerala,Thiruvananthapuram,Parassala,Ginger(Green),Green Ginger,8000,9000,8000
Kerala,Thiruvananthapuram,Parassala,Pumpkin,Pumpkin,1700,2000,1700
Kerala,Thiruvananthapuram,Parassala,Snakeguard,Snakeguard,2600,3000,2600
Madhya Pradesh,Anupur,Jaithari,Paddy(Dhan)(Common),Other,1750,1750,1750
Madhya Pradesh,Badwani,Sendhwa,Bhindi(Ladies Finger),Bhindi,650,850,750
Madhya Pradesh,Badwani,Sendhwa,Bottle gourd,Bottle Gourd,550,850,700
Madhya Pradesh,Badwani,Sendhwa,Brinjal,Brinjal,500,900,700
Madhya Pradesh,Badwani,Sendhwa,Cauliflower,Cauliflower,550,850,700
Madhya Pradesh,Badwani,Sendhwa,Green Chilli,Green Chilly,600,1000,800
Madhya Pradesh,Badwani,Sendhwa,Spinach,Other,550,850,700
Madhya Pradesh,Badwani,Sendhwa,Tomato,Tomato,600,1000,800
Madhya Pradesh,Dhar,Dhar,Apple,Other,2000,3000,2200
Madhya Pradesh,Dhar,Dhar,Banana,Other,1200,1200,1200
Madhya Pradesh,Dhar,Dhar,Soyabean,Yellow,3200,3200,3200
Madhya Pradesh,Dhar,Dhar,Wheat,Lokwan,2000,2000,2000
Madhya Pradesh,Dhar,Dhar(F&V),Apple,Other,2000,2000,2000
Madhya Pradesh,Dhar,Dhar(F&V),Banana,Other,800,800,800
Madhya Pradesh,Dhar,Dhar(F&V),Orange,Other,800,1000,900
Madhya Pradesh,Dindori,Gorakhpur,Linseed,Other,3450,3500,3475
Madhya Pradesh,Dindori,Gorakhpur,Niger Seed (Ramtil),Other,4100,4200,4150
